"Job Title","Department","2015 Earnings"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$396.75"
"LIBRARY AIDE","LIBRARY DISTRICT","$366.78"
"LIBRARY AIDE","LIBRARY DISTRICT","$361.80"
"LIBRARY AIDE","LIBRARY DISTRICT","$230.98"
"STREETS EQUIPMENT OPERATOR I","STREETS","$186.70"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$181.44"
"ADMINISTRATIVE CLERK I","LIBRARY DISTRICT","$113.68"
"LIBRARY AIDE","LIBRARY DISTRICT","$108.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$108.00"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$80.00"
"LIBRARY AIDE II","LIBRARY DISTRICT","$72.00"
"CALL CENTER TECH-LIBRARY","LIBRARY DISTRICT","$69.38"
"LIBRARY AIDE","LIBRARY DISTRICT","$36.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$33.00"
"LIBRARY AIDE II","LIBRARY DISTRICT","$20.00"
