"Job Title","Department","2016 Earnings"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$11,778.12"
"FIGURE AND FREESTYLE COACH","RECREATION","$11,766.71"
"CLERICAL AIDE","CULTURAL SERVICES","$11,765.06"
"POLICE CORPORAL","PATROL","$11,751.95"
"ADMINISTRATIVE AIDE","ACCOUNTING AND TREASURY","$11,714.15"
"CAMERA RADAR OPERATOR","PATROL","$11,670.20"
"RESEARCH ASSISTANT","CULTURAL SERVICES","$11,613.00"
"CLERICAL AIDE","RECREATION","$11,600.91"
"CLERICAL AIDE","RECREATION","$11,577.27"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$11,566.19"
"POLICE TECHNICAL PROJECTS MGR","POLICE INFORMATION SERVICES","$11,546.18"
"CLERICAL AIDE","RECREATION","$11,503.32"
"UTILITY WORKER/ PARKS","PARKS","$11,497.88"
"INDUSTRY CLUSTER COORDINATOR","ECONOMIC HEALTH OFFICE","$11,400.00"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$11,389.63"
"AQUATICS MANAGER","RECREATION","$11,388.52"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$11,375.12"
"CLERICAL AIDE","RECREATION","$11,323.43"
"UTILITY WORKER/ PARKS","PARKS","$11,310.97"
"CLERICAL AIDE","CULTURAL SERVICES","$11,296.75"
"CITY PLANNER","COMM DEV & NEIGHBORHOOD SVCS","$11,268.00"
"UTILITY WORKER/ PARKS","PARKS","$11,266.07"
"INTERN","UTILITIES CUSTOMER CONNECTIONS","$11,201.52"
"PARKING ATTENDANT","PARKING","$11,194.96"
"RESEARCH ASSISTANT","CULTURAL SERVICES","$11,193.00"
"POLICE CORPORAL","PATROL","$11,165.91"
"CAMERA RADAR OPERATOR","PATROL","$11,124.00"
"EQUIPMENT OPERATOR/ CEMETERY","PARKS","$11,119.25"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$11,117.25"
"UTILITY WORKER/ PARKS","PARKS","$11,109.66"
"CLERICAL AIDE","RECREATION","$11,085.71"
"FACILITY ATTENDANT","RECREATION","$10,990.10"
"FACILITY ATTENDANT","RECREATION","$10,978.26"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$10,927.70"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$10,904.39"
"UTILITY WORKER/ PARKS","PARKS","$10,879.00"
"AQUATICS MANAGER","RECREATION","$10,869.98"
"GENERAL INTEREST INSTRUCTOR","RECREATION","$10,848.40"
"POTTERY INSTRUCTOR","RECREATION","$10,841.59"
"UTILITY WORKER/ PARKS","PARKS","$10,832.55"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$10,759.26"
"CLERICAL AIDE","POUDRE FIRE AUTHORITY","$10,707.92"
"BLDG & DEV REVIEW TECH","COMM DEV & NEIGHBORHOOD SVCS","$10,655.52"
"CLERICAL AIDE","RECREATION","$10,626.32"
"POLICE CORPORAL","PATROL","$10,598.57"
"UTILITY WORKER/ PARKS","PARKS","$10,582.50"
"UTILITY WORKER/ PARKS","PARKS","$10,541.25"
"FACILITY ATTENDANT","RECREATION","$10,517.77"
"CLERICAL AIDE","RECREATION","$10,507.33"
"GIS MAPPING SPECIALIST","INFORMATION TECHNOLOGY","$10,502.46"
"FACILITY ATTENDANT","RECREATION","$10,465.74"
"CLERICAL AIDE","RECREATION","$10,450.89"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$10,436.76"
"CAMERA RADAR OPERATOR","PATROL","$10,404.00"
"FIGURE AND FREESTYLE COACH","RECREATION","$10,398.00"
"YOUTH INSTRUCTOR","RECREATION","$10,389.20"
"LIBRARIAN - JOBS AND CAREERS","LIBRARY DISTRICT","$10,352.91"
"YOUTH SPORTS OFFICIAL","RECREATION","$10,332.00"
"VIDEO PRODUCER","COMM. & PUBLIC INVOLVEMENT","$10,297.56"
"UTILITY WORKER/ PARKS","PARKS","$10,294.50"
"FACILITY ATTENDANT","RECREATION","$10,193.59"
"GARDENER","CULTURAL SERVICES","$10,187.50"
"MAINTENANCE HELPER","OPERATION SERVICES","$10,180.50"
"INTERN","ENVIRONMENTAL SERVICES","$10,162.08"
"JUNIOR PARKS CREW","PARKS","$10,155.58"
"INTERN","UT STANDARDS ENGINEERING DIV","$10,148.50"
"YOUTH INSTRUCTOR","RECREATION","$10,140.55"
"AQUATICS MANAGER","RECREATION","$10,126.72"
"POLICE CORPORAL","PATROL","$10,099.81"
"INTERN","ENVIRONMENTAL SERVICES","$10,002.00"
"POLICE CORPORAL","PATROL","$9,975.12"
"RECORDS TECHNICIAN","POLICE INFORMATION SERVICES","$9,949.28"
"UTILITY WORKER/ PARKS","PARKS","$9,943.56"
"PARKING ATTENDANT","PARKING","$9,941.70"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$9,900.00"
"CLERICAL AIDE","ENGINEERING","$9,887.50"
"ELECTRIC SYS OPERATIONS ASST","L&P OPERATIONS SERVICE UNIT","$9,870.25"
"UTILITY WORKER/ PARKS","PARKS","$9,821.50"
"RECORDS TECHNICIAN","COMM DEV & NEIGHBORHOOD SVCS","$9,770.80"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$9,656.75"
"LIBRARIAN DIGITAL LITERACY","LIBRARY DISTRICT","$9,611.28"
"PARKING ATTENDANT","PARKING","$9,589.83"
"UTILITY WORKER/ PARKS","PARKS","$9,589.18"
"BUILDING INSPECTOR","COMM DEV & NEIGHBORHOOD SVCS","$9,588.00"
"UTILITY WORKER/ PARKS","PARKS","$9,549.00"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$9,520.63"
"CLERICAL AIDE","CULTURAL SERVICES","$9,519.25"
"ADMINISTRATIVE ASSISTANT","CULTURAL SERVICES","$9,508.22"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$9,498.50"
"POLICE CORPORAL","PATROL","$9,497.30"
"AQUATICS MANAGER","RECREATION","$9,483.32"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$9,439.42"
"STORE CLERK","RECREATION","$9,438.36"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$9,429.50"
"ADMINISTRATIVE CLERK II","NATURAL AREAS","$9,379.58"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$9,368.04"
"FACILTY ATTNDT-PRIMROSE STUDIO","NATURAL AREAS","$9,307.50"
"UTILITY WORKER/ PARKS","PARKS","$9,306.20"
"UTILITY WORKER/ PARKS","PARKS","$9,240.00"
"COUNCILPERSON","CITY COUNCIL","$9,204.00"
"COUNCILPERSON","CITY COUNCIL","$9,204.00"
"COUNCILPERSON","CITY COUNCIL","$9,204.00"
"COUNCILPERSON","CITY COUNCIL","$9,204.00"
"COUNCILPERSON","CITY COUNCIL","$9,204.00"
"COUNCILPERSON","CITY COUNCIL","$9,204.00"
"UTILITY WORKER/ PARKS","PARKS","$9,201.87"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$9,198.08"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$9,180.49"
"UTILITY WORKER/ PARKS","PARKS","$9,144.54"
"FACILITY ATTENDANT","RECREATION","$9,131.85"
"ECON POLICY & PROJ MGR-INACTVE","ECONOMIC HEALTH OFFICE","$9,130.24"
"ADMINISTRATIVE CLERK II","PARKS","$9,100.79"
"WASTE REDUCT/REC PROG ASST II","ENVIRONMENTAL SERVICES","$9,020.51"
"LIFEGUARD","RECREATION","$9,016.34"
"MAINTENANCE WORKER-EQUIPMENT","OPERATION SERVICES","$9,007.52"
"UTILITY WORKER/ PARKS","PARKS","$8,981.07"
"UTILITY WORKER/ PARKS","PARKS","$8,954.00"
"CLERICAL AIDE","RECREATION","$8,951.76"
"UTILITY WORKER/ PARKS","CULTURAL SERVICES","$8,940.00"
"EQUIPMENT OPERATOR/ GOLF","PARKING","$8,906.26"
"SKATE INSTRUCTOR/GROUP","RECREATION","$8,906.16"
"UTILITY WORKER/ PARKS","PARKS","$8,883.42"
"ADMINISTRATIVE CLERK I","NATURAL AREAS","$8,876.38"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$8,842.50"
"UTILITY WORKER/ PARKS","PARKS","$8,835.85"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$8,825.50"
"LIFEGUARD","RECREATION","$8,810.34"
"CUSTOMER SERVICE REP II","UTILITIES CUSTOMER CONNECTIONS","$8,790.83"
"UTILITY WORKER/ PARKS","PARKS","$8,761.08"
"LCC STAGE HAND","CULTURAL SERVICES","$8,749.00"
"SECRETARY","ENGINEERING","$8,745.90"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$8,717.50"
"ELEC DOC / IMAGING TECH","ENGINEERING","$8,707.84"
"UTILITY WORKER/ PARKS","PARKS","$8,687.25"
"INTERN","ENGINEERING","$8,676.72"
"FORESTRY FIELD WORKER I","PARKS","$8,669.74"
"POTTERY INSTRUCTOR","RECREATION","$8,650.00"
"INTERN","STREETS","$8,640.40"
"FACILITY ATTENDANT","RECREATION","$8,634.10"
"UTILITY WORKER/ PARKS","PARKS","$8,565.00"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$8,553.61"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$8,519.60"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$8,491.01"
"FORESTRY SPECIALIST-HOURLY","PARKS","$8,479.50"
"CLERICAL AIDE","RECREATION","$8,475.75"
"PUBLICITY & MARKETING TECH","UTILITIES CUSTOMER CONNECTIONS","$8,470.39"
"UTILITY WORKER / WATER","UT WTR RECLAMA & BIOSOLIDS DIV","$8,469.31"
"UTILITY WORKER/ PARKS","PARKS","$8,467.71"
"UTILITY WORKER / WATER","UT WATER METERS DIV","$8,463.00"
"AQUATICS MANAGER","RECREATION","$8,443.05"
"UTILITY SERVICES COORDINATOR","UTILITIES CUSTOMER CONNECTIONS","$8,437.91"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$8,415.24"
"VOLUNTEER PROGRAM MANAGER","LIBRARY DISTRICT","$8,364.84"
"SCALE HOUSE ATTENDANT","STREETS","$8,360.03"
"YOUTH INSTRUCTOR","CULTURAL SERVICES","$8,337.45"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$8,333.10"
"LIBRARY AIDE","LIBRARY DISTRICT","$8,307.82"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$8,233.30"
"UTILITY WORKER / WATER","UT WATER PRODUCTION DIV","$8,221.92"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$8,207.00"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$8,195.90"
"GIS PROGRAMMER/ANALYST","INFORMATION TECHNOLOGY","$8,194.27"
"UTILITY WORKER/ PARKS","PARKS","$8,186.64"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$8,185.50"
"PARKING OFFICER","NATURAL AREAS","$8,172.96"
"INTERN","STREETS","$8,164.00"
"CLERICAL AIDE","CULTURAL SERVICES","$8,113.50"
"ADMINISTRATIVE CLERK I","SALES TAX","$8,108.10"
"LIBRARY AIDE","LIBRARY DISTRICT","$8,097.06"
"CUSTOMER SERVICE REP","ELECTRIC FIELD SERVICES","$8,089.88"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$8,058.60"
"UTILITY WORKER/ PARKS","PARKS","$8,055.71"
"VISITOR INFO ASST/CASHIER","NATURAL AREAS","$8,043.25"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$7,999.65"
"SR CENTER ASSISTANT","RECREATION","$7,970.00"
"UTILITY WORKER/ PARKS","PARKS","$7,957.46"
"FINANCIAL ANALYST","FINANCE ADMINISTRATION","$7,956.00"
"TRAFFIC CONTROL SUPERVISOR","STREETS","$7,950.00"
"INTERN","ENGINEERING","$7,923.50"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$7,903.25"
"UTILITY WORKER/ LP","ELECTRIC FIELD SERVICES","$7,896.00"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$7,891.60"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,883.39"
"ENVIRONMENTAL PLANNER","NATURAL AREAS","$7,837.76"
"MAINTENANCE HELPER","OPERATION SERVICES","$7,830.79"
"EQUIPMENT OPER- STRTS/TRAFFIC","STREETS","$7,820.88"
"ACCOUNTING DIR - INACTIVE","ACCOUNTING AND TREASURY","$7,807.69"
"STRATEGIC FIN PLNNG MGR-INACTV","UTILITY FINANCIAL OPERATIONS","$7,807.03"
"BUS FUELER","OPERATION SERVICES","$7,802.90"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$7,767.40"
"AQUATICS MANAGER","RECREATION","$7,767.32"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,742.60"
"CLERICAL AIDE","RECREATION","$7,741.73"
"FACILITY ATTENDANT","RECREATION","$7,725.84"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$7,721.52"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$7,705.21"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$7,665.00"
"UTILITY WORKER/ PARKS","PARKS","$7,663.55"
"UTILITY WORKER/ PARKS","PARKS","$7,643.20"
"LINE GROUNDWORKER/HRLY-INACTVE","ELECTRIC FIELD SERVICES","$7,642.75"
"SR SALES TAX AUDITOR","SALES TAX","$7,632.00"
"CLERICAL AIDE","CULTURAL SERVICES","$7,610.47"
"EQUIPMENT OPERATOR/ CEMETERY","RECREATION","$7,572.50"
"UTILITY WORKER/ PARKS","PARKS","$7,566.95"
"SUBSTITUTE LIBRARIAN","LIBRARY DISTRICT","$7,555.09"
"FITNESS INSTRUCTOR","RECREATION","$7,555.00"
"YOUTH SPORTS OFFICIAL","RECREATION","$7,501.00"
"INTERN","CITY ATTORNEY'S OFFICE","$7,500.00"
"BIBLIOGRAPHIC SERVICES CLERK","LIBRARY DISTRICT","$7,482.36"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$7,478.50"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$7,474.86"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$7,459.72"
"VISITOR INFO ASST/CASHIER","NATURAL AREAS","$7,450.00"
"FACILITY CUSTODIAN","CULTURAL SERVICES","$7,446.20"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,433.13"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,410.74"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,359.51"
"UTILITY WORKER/ WATER","UT DRAINAGE SYSTEM DIV","$7,318.75"
"LCC STAGE HAND","CULTURAL SERVICES","$7,296.75"
"CONSULTANT","OPERATION SERVICES","$7,282.55"
"INTERN","ENGINEERING","$7,280.00"
"STRATEGIC FINANCE MGR-INACTIVE","FINANCE ADMINISTRATION","$7,271.81"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$7,250.09"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$7,248.75"
"HORTICULTURIST","CULTURAL SERVICES","$7,222.90"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$7,193.60"
"LIBRARY AIDE","LIBRARY DISTRICT","$7,182.65"
"UTILITY WORKER/ PARKS","PARKS","$7,149.04"
"FORESTRY FIELD WORKER I","PARKS","$7,102.58"
"WASTE REDUCT/REC PROG ASST II","ENVIRONMENTAL SERVICES","$7,102.50"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$7,095.89"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$7,082.50"
"FITNESS INSTRUCTOR","RECREATION","$7,040.00"
"POTTERY INSTRUCTOR","RECREATION","$7,028.20"
"INTERN","UTILITIES MANAGEMENT","$7,026.00"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$7,023.94"
"CLERICAL AIDE","RECREATION","$7,007.94"
"UTILITY FACILITY LOCATOR","ELECTRIC FIELD SERVICES","$7,007.44"
"MUSEUM ASSISTANT","CULTURAL SERVICES","$6,980.06"
"PROGRAM COORDINATOR","FC MOVES","$6,978.50"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$6,957.75"
"INTERN","STREETS","$6,957.45"
"CONSULTANT","OPERATION SERVICES","$6,944.00"
"YOUTH INSTRUCTOR","RECREATION","$6,922.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,922.08"
"LIBRARY ASSISTANT - HOURLY","LIBRARY DISTRICT","$6,864.33"
"LIBRARIAN - GENERALIST","LIBRARY DISTRICT","$6,859.46"
"PRSNL TRAINER/WEIGHT RM","RECREATION","$6,859.00"
"CONSULTANT","OPERATION SERVICES","$6,858.00"
"FORESTRY FIELD WORKER I","PARKS","$6,831.25"
"FACILITY ATTENDANT","RECREATION","$6,817.09"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,816.29"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$6,784.78"
"INTERN","COMM DEV & NEIGHBORHOOD SVCS","$6,753.75"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$6,747.07"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$6,743.73"
"CLERICAL AIDE","RECREATION","$6,734.39"
"CHEMIST","UT ENVIRONMENTAL SERVICES DIV","$6,734.38"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$6,732.99"
"CLERICAL AIDE","RECREATION","$6,701.14"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$6,667.20"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,644.58"
"FITNESS INSTRUCTOR","RECREATION","$6,630.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,618.37"
"UTILITY WORKER/ GOLF","PARKS","$6,600.00"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$6,570.00"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$6,568.60"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$6,505.60"
"PARKING ATTENDANT","PARKING","$6,489.29"
"LIFEGUARD/WATER SAFETY INSTR.","RECREATION","$6,487.50"
"PROPERTY EVIDENCE TECHNICIAN","POLICE INFORMATION SERVICES","$6,484.85"
"ADULT SPORTS FIELD/GYM SUPV","RECREATION","$6,465.25"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,461.58"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,436.02"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,410.29"
"FACILITY ATTENDANT","RECREATION","$6,380.00"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$6,376.64"
"CLERICAL AIDE","RECREATION","$6,358.59"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$6,336.45"
"CLERICAL AIDE","RECREATION","$6,333.64"
"UTILITY WORKER/ PARKS","PARKS","$6,291.47"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,282.13"
"UTILITY WORKER/ PARKS","PARKS","$6,280.25"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,262.35"
"FACILITY ATTENDANT","RECREATION","$6,256.98"
"UTILITY WORKER/ PARKS","PARKS","$6,254.17"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,203.17"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,165.15"
"LIBRARY AIDE","LIBRARY DISTRICT","$6,152.35"
"MAINTENANCE HELPER","OPERATION SERVICES","$6,132.50"
"UTILITY WORKER/ PARKS","PARKS","$6,130.10"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$6,127.00"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$6,114.00"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$6,106.79"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$6,090.00"
"YOUTH INSTRUCTOR","RECREATION","$6,083.55"
"AQUATICS MANAGER","RECREATION","$6,062.21"
"UTILITY WORKER / WATER","UT WATER METERS DIV","$6,046.28"
"EQUIPMENT OPERATOR/ PARKS","PARKS","$6,042.00"
"CONSULTANT","PDT ADMINISTRATION","$6,040.00"
"PROGRAM COORDINATOR","FC MOVES","$5,975.67"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,971.79"
"AQUATICS MANAGER","RECREATION","$5,965.30"
"FACILITY ATTENDANT","RECREATION","$5,960.41"
"UTILITY WORKER/ PARKS","PARKS","$5,947.25"
"FIGURE AND FREESTYLE COACH","RECREATION","$5,945.74"
"SKATE GUARD","RECREATION","$5,933.07"
"FARM WORKER","RECREATION","$5,928.79"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$5,915.54"
"LCC TECHNICAL AIDE II","CULTURAL SERVICES","$5,880.75"
"PROGRAM COORDINATOR","RECREATION","$5,880.00"
"LIBRARY SERVICES REP","LIBRARY DISTRICT","$5,873.16"
"BUS OPERATOR","RIDE","$5,870.62"
"MAINTENANCE HELPER","NATURAL AREAS","$5,869.12"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$5,853.96"
"EQUIPMENT OPERATOR/ CEMETERY","PARKS","$5,836.00"
"EVENTS CONCIERGE","CULTURAL SERVICES","$5,834.53"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$5,829.40"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,827.94"
"CLERICAL AIDE","RECREATION","$5,811.77"
"ASST CIRCULATION SUPERVISOR","LIBRARY DISTRICT","$5,802.78"
"CIVIL ENGINEER","UT DISTRIBUTION SYSTEM DIV","$5,782.50"
"EMERGENCY RESPONDER","POUDRE FIRE AUTHORITY","$5,774.32"
"EVENTS CONCIERGE","CULTURAL SERVICES","$5,773.34"
"UTILITY WORKER/ PARKS","PARKS","$5,768.51"
"GRAPHIC DESIGNER","LIBRARY DISTRICT","$5,750.49"
"UTILITY WORKER/ PARKS","PARKS","$5,747.53"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$5,727.38"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,703.23"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$5,693.85"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$5,686.88"
"SPECIALIZED INSTRUCTOR","RECREATION","$5,682.17"
"CLERICAL AIDE","RECREATION","$5,663.79"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,626.76"
"UTILITY WORKER/ PARKS","PARKS","$5,611.00"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$5,604.74"
"UTILITY WORKER/ PARKS","PARKS","$5,572.00"
"UTILITY WORKER/ PARKS","PARKS","$5,569.38"
"FACILITY/EVENT SUPERVISOR","CULTURAL SERVICES","$5,558.40"
"FITNESS INSTRUCTOR - SR CTR","RECREATION","$5,548.00"
"BLDG & DEV REVIEW TECH","COMM DEV & NEIGHBORHOOD SVCS","$5,539.87"
"SWIM INSTRUCTOR/PRIVATE","RECREATION","$5,501.04"
"EXHIBIT WORKER","CULTURAL SERVICES","$5,479.50"
"SPECIALIZED INSTRUCTOR","RECREATION","$5,464.80"
"INTERN","ENVIRONMENTAL SERVICES","$5,457.00"
"LIFEGUARD","RECREATION","$5,448.93"
"LIBRARIAN-CHILDREN & TEEN SVCS","LIBRARY DISTRICT","$5,448.18"
"LIFEGUARD","RECREATION","$5,448.02"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$5,445.80"
"SCALE HOUSE ATTENDANT","STREETS","$5,443.50"
"INTERN","ENGINEERING","$5,440.50"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,426.24"
"UTILITY WORKER / WATER","UT WATER PRODUCTION DIV","$5,424.00"
"UTILITY WORKER/ PARKS","PARKS","$5,415.25"
"LINE GROUNDWORKER/HOURLY","ELECTRIC FIELD SERVICES","$5,412.80"
"SR BUYER-INACTIVE","PURCHASING","$5,403.40"
"BUILDING INSPECTOR-INACTIVE","COMM DEV & NEIGHBORHOOD SVCS","$5,400.15"
"CLERICAL AIDE","CULTURAL SERVICES","$5,393.00"
"ALTERNATIVE PROGRAM LEADER","RECREATION","$5,387.50"
"UTILITY WORKER/ PARKS","PARKS","$5,368.96"
"UTILITY WORKER/ PARKS","PARKS","$5,356.88"
"SKATE INSTRUCTOR/GROUP","RECREATION","$5,342.40"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,338.89"
"INTERN","NATURAL AREAS","$5,330.00"
"UTILITY WORKER- STRTS/TRAFFIC","TRAFFIC","$5,325.00"
"YOUTH INSTRUCTOR","RECREATION","$5,320.05"
"UTILITY WORKER/ PARKS","PARKS","$5,296.01"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$5,290.00"
"INTERN","UTILITIES CUSTOMER CONNECTIONS","$5,269.00"
"YOUTH INSTRUCTOR","RECREATION","$5,269.00"
"ACCOUNTING CLERK","LIBRARY DISTRICT","$5,265.00"
"INTERN","NATURAL AREAS","$5,260.00"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,258.45"
"FACILITY ATTENDANT","RECREATION","$5,256.00"
"FACILITY ATTENDANT","RECREATION","$5,175.75"
"UTILITY WORKER / WATER","UT WATER PRODUCTION DIV","$5,160.00"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$5,159.57"
"UTILITY WORKER/ PARKS","PARKS","$5,157.75"
"LCC TECHNICAL AIDE I","CULTURAL SERVICES","$5,156.37"
"ADMINISTRATIVE CLERK I","OFFICE OF THE CHIEF","$5,139.00"
"LCC PROFESSIONAL STAGE HAND","CULTURAL SERVICES","$5,136.00"
"CIRCULATION SPECIALIST","LIBRARY DISTRICT","$5,129.39"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$5,126.00"
"UTILITY WORKER/ PARKS","PARKS","$5,120.38"
"AQUATICS MANAGER","RECREATION","$5,117.31"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$5,113.66"
"STORE CLERK","RECREATION","$5,111.10"
"MAINT TECH-HVAC-INACTIVE","OPERATION SERVICES","$5,097.62"
"WATER SAFETY INSTRUCTOR","RECREATION","$5,090.61"
"NATURAL AREAS-CREW MEMBER","NATURAL AREAS","$5,062.50"
"ADMINISTRATIVE CLERK II","OPERATION SERVICES","$5,054.66"
"SKATE INSTRUCTOR/GROUP","RECREATION","$5,040.00"
"LIFEGUARD","RECREATION","$5,033.76"
"AQUATICS MANAGER","RECREATION","$5,031.95"
"FIGURE AND FREESTYLE COACH","RECREATION","$5,024.70"
"LIBRARY ASSISTANT","LIBRARY DISTRICT","$5,018.95"
"LIBRARY AIDE","LIBRARY DISTRICT","$5,012.37"
"PRSNL TRAINER/WEIGHT RM","RECREATION","$5,010.00"
"INTERN","CULTURAL SERVICES","$5,008.50"
"SUBSTITUTE LIBRARY ASSISTANT","LIBRARY DISTRICT","$5,001.95"
"CLERICAL AIDE","RECREATION","$4,971.24"
"UTILITY WORKER/ PARKS","PARKS","$4,970.00"
"LIBRARIAN-CHILDREN & TEEN SVCS","LIBRARY DISTRICT","$4,964.96"
"LIBRARIAN-CHILDREN & TEEN SVCS","LIBRARY DISTRICT","$4,957.26"
"ADULT SPORTS SCOREKEEPER","RECREATION","$4,956.95"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$4,940.27"
"SKATE INSTRUCTOR/GROUP","RECREATION","$4,929.40"
"LIBRARY AIDE","LIBRARY DISTRICT","$4,910.11"
"DEPUTY COURT CLERK I","MUNICIPAL COURT","$4,909.38"
"LIBRARIAN - HOURLY","LIBRARY DISTRICT","$4,901.60"
"CIRCULATION ASSISTANT","LIBRARY DISTRICT","$4,895.70"
"EQUIPMENT OPERATOR/ GOLF","PARKS","$4,880.00"
"FACILITY ATTENDANT","RECREATION","$4,854.20"
